Unnamed: 0,long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment
112,Майкопский государственный технологический университет,МГТУ,Республика Адыгея,1,5,https://tabiturient.ru/logovuz/mkgtu.png,https://mkgtu.ru/,['8 (8772) 52-30-08'],[],[],['info@mkgtu.ru'],
113,Мурманский государственный технический университет,МГТУ,Мурманская область,1,5,https://tabiturient.ru/logovuz/mstu.png,https://www.mauniver.ru/,['8 800 350 1221'],"[""office@mauniver.ru""]","['office@mauniver.ru', 'priem@arcticsu.ru', 'priem@mauniver.ru', 'info@mauniver.ru']",['priem@mauniver.ru'],реорганизован в Мурманский Арктический
114,Московский государственный технологический университет «СТАНКИН»,МГТУ «СТАНКИН»,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/stankin.png,http://www.stankin.ru/,[],[],['abitur@stankin.ru'],[],
115,Московский государственный технический университет гражданской авиации,МГТУ ГА,Москва и Московская область,1,5,https://tabiturient.ru/logovuz/mstuca.png,http://www.mstuca.ru/,[],[],[],[],
116,Московский государственный технический университет имени Н.Э. Баумана,МГТУ им. Баумана,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mgtu.png,http://www.bmstu.ru/,[],[],[],[],
117,Магнитогорский государственный технический университет им. Г.И. Носова,МГТУ им. Г.И. Носова,Челябинская область,1,5,https://tabiturient.ru/logovuz/magtu.png,https://www.magtu.ru/,"['8 (800) 100-1934', '8 (3519) 33-09-39']",[],[],"['hotline@magtu.ru', 'mgtu@magtu.ru']",
118,Московский Государственный Университет им. Ломоносова,МГУ им. Ломоносова,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/msu.png,http://www.msu.ru/,[],[],[],[],
119,Филиал МГУ имени М.В.Ломоносова в городе Севастополь,МГУ им. Ломоносова в Севастополе,Республика Крым и Севастополь,1,7,https://tabiturient.ru/logovuz/sevmsu.png,https://sev.msu.ru/,[],[],[],[],
120,Морской государственный институт имени адмирала Г.И. Невельского,МГУ им. адм. Г.И. Невельского,Приморский край,1,3,https://tabiturient.ru/logovuz/msun.png,https://www.msun.ru/,[],[],[],[],
121,Национальный исследовательский Мордовский государственный университет имени Н.П. Огарева,МГУ имени Н.П. Огарева,Республика Мордовия,1,7,https://tabiturient.ru/logovuz/mrsu.png,https://www.mrsu.ru/ru/,"['+7 (8342) 24-37-32', '+7 (800) 222-13-77']",['+7 (8342) 24-37-32'],['mrsu@mrsu.ru'],"['mrsu@mrsu.ru', 'entrance-exam@adm.mrsu.ru']",
122,Московский государственный университет технологий и управления им. К.Г. Разумовского,МГУТУ им. К.Г. Разумовского,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/mgutu.png,http://www.mgutm.ru/,['8 (800) 777-84-63'],[],[],"['info@mgutm.ru', 'ord@mgutm.ru']",
123,Московский городской университет управления Правительства Москвы имени Ю.М. Лужкова,МГУУ Правительства Москвы им. Ю.М. Лужкова,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mguu.png,https://mguu.ru/,[],[],[],[],
124,Московский государственный юридический университет имени О. Е. Кутафина,МГЮА им. Кутафина,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mgua.png,https://www.msal.ru/,['8 800 555-79-19'],['8 800 555-79-19'],"['msal@msal.ru', 'priem@msal.ru']","['msal@msal.ru', 'priem@msal.ru']",
125,Московский государственный университет геодезии и картографии,МИИГАиК,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/miigaik.png,http://www.miigaik.ru/,[],[],[],[],
126,Национальный исследовательский университет Московский институт электронной техники,МИЭТ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/miet.png,https://miet.ru/,"[""8 800 600-56-89"", ""+7 499 729-75-04"", ""+7 499 710-22-13""]","[""netadm@miee.ru""]","['mc@miee.ru', 'depedu@miet.ru', 'alumni@miee.ru', 'netadm@miee.ru', 'abit@miee.ru']","[""abit@miee.ru""]",
127,Московский Педагогический Государственный Университет,МПГУ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/mpgu.png,http://mpgu.su/,[],[],[],[],
128,Московский технический университет связи и информатики,МТУСИ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/mtusi.png,http://www.mtuci.ru/,[],[],[],[],
129,Махачкалинский филиал Московского автомобильно-дорожного государственного технического университета,МФ МАДИ,Республика Дагестан,1,-1,https://tabiturient.ru/logovuz/madi.png,https://mf.madi.ru/,[],[],[],[],
130,Московский Физико-Технический Институт (государственный университет),МФТИ,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mfti.png,https://mipt.ru/,[],[],[],[],
131,Магнитогорская государственная консерватория (академия) им. М.И. Глинки,МаГК им. М.И. Глинки,Челябинская область,1,-1,https://tabiturient.ru/logovuz/magkmusic.png,http://www.magkmusic.com/,[],[],[],[],
