long_name,short_name,geolocation,is_goverment,rating,logo,website,phone_admission,phone_general,email_general,email_admission,comment,vuz,obsh,info,rating
Липецкий филиал Финансового Университета при Правительстве Российской Федерации,Липецкий филиал ФУ при Правительстве РФ,Липецкая область,1,-1,https://tabiturient.ru/logovuz/fu.png,http://www.fa.ru/fil/lipetsk/,[],[],[],[],,Липецкий филиал ФУ при Правительстве РФ,False,,
Лужский институт (филиал) Ленинградского государственного университета,Лужский институт (филиал) ЛГУ имени А.С. Пушкина,Санкт-Петербург и Ленинградская область,1,-1,https://tabiturient.ru/logovuz/lgu_pushkin.png,http://www.lilgu.luga.ru/,['+7(905)272-42-67'],[],[],[],,Лужский институт (филиал) ЛГУ имени А.С. Пушкина,True,,
Московский автомобильно-дорожный государственный технический университет,МАДИ,Москва и Московская область,1,5,https://tabiturient.ru/logovuz/madi.png,http://www.madi.ru/,"['8 (499) 346-01-68', '8 (499) 346-01-69']",['8 (499) 346-01-68'],['346-01-68info@madi.ru'],"['346-01-69priem@madi.ru', '346-01-68info@madi.ru']",,МАДИ,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов
",8.33
Московский авиационный институт,МАИ,Москва и Московская область,1,9,https://tabiturient.ru/logovuz/mai.png,https://mai.ru/,[],[],[],[],,МАИ,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов
",7.14
Московский архитектурный институт (государственная академия),МАРХИ,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/marhi.png,http://www.marhi.ru/,[],[],[],[],,МАРХИ,True,,
Мурманский арктический университет,МАУ,Мурманская область,1,5,https://tabiturient.ru/logovuz/masu.png,https://www.mauniver.ru/,['8 800 350 1221'],"[""office@mauniver.ru""]","['office@mauniver.ru', 'priem@arcticsu.ru', 'priem@mauniver.ru', 'info@mauniver.ru']",['priem@mauniver.ru'],реорганизован в Мурманский Арктический,МАУ,True,,
Московская государственная академия ветеринарной медицины и биотехнологии - МВА имени К.И. Скрябина,МГАВМиБ-МВА имени К.И. Скрябина,Москва и Московская область,1,7,https://tabiturient.ru/logovuz/mgavm.png,http://mgavm.ru/,['8 (495) 377-91-17'],[],[],['rector@mgavm.ru'],,МГАВМиБ-МВА имени К.И. Скрябина,True,"
Вероятно, общежитие в этом вузе дают всем желающим
Информация выявлена путем опроса студентов",
Московский государственный институт культуры,МГИК,Москва и Московская область,1,-1,https://tabiturient.ru/logovuz/mgik.png,http://www.mgik.org/,['+7 (495) 570-31-33'],"['+7 (495) 570-31-33', '+7 (495) 570-31-22', '+7 (495) 570-04-77']","['rektor@mgik.org', 'kanc@mgik.org', 'mgikpr@mgik.org']",['rektor@mgik.org'],,МГИК,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Московский Государственный Институт (университет) Международных Отношений,МГИМО,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mgimo.png,https://mgimo.ru/,[],[],[],[],,МГИМО,True,"
Вероятно, общежитие в этом вузе дают не всем
Информация выявлена путем опроса студентов",
Одинцовский филиал Московского государственного института международных отношений МИД России,МГИМО Одинцово,Москва и Московская область,1,10,https://tabiturient.ru/logovuz/mgimo_odintsovo.png,https://odin.mgimo.ru/,[],[],[],[],,МГИМО Одинцово,True,,
